time,lat,lon,time_taken,distance,total_distance,from_koteshwor
"(6, 28, 52)",27.72112833,85.294885,59,2.176135789562508,61239.313585577336,7144.471677727507
"(6, 29, 52)",27.72097167,85.29511167,60,28.30651624738683,61267.62010182472,7116.210294308771
"(6, 30, 51)",27.72061333,85.29495333,59,42.78537535946068,61310.405477184184,7101.789077632355
"(6, 32, 21)",27.72137833,85.29571,90,113.06322464644035,61423.46870183062,7102.085007797049
"(6, 33, 20)",27.72288,85.29658,59,187.65680138275903,61611.12550321338,7151.882715281062
"(6, 34, 20)",27.72469833,85.29751333,60,222.0811945272737,61833.20669774065,7226.622913299174
"(6, 35, 19)",27.72551333,85.30045333,59,303.2384440851235,62136.445141825774,7090.858149756411
"(6, 36, 19)",27.72675667,85.30407833,60,382.6492299233229,62519.094371749095,6958.376370355021
"(6, 37, 19)",27.72988333,85.305335,60,369.0154835143642,62888.10985526346,7152.475158071973
"(6, 38, 18)",27.73375833,85.305415,59,430.95227675685453,63319.06213202031,7494.714775302761
"(6, 39, 18)",27.73542833,85.30643833,60,211.25004280163637,63530.31217482195,7590.221185405457
"(6, 40, 17)",27.73510833,85.30849833,59,205.84279752726448,63736.15497234921,7448.999682939359
"(6, 41, 17)",27.73480667,85.31114667,60,262.7983693958937,63998.95334174511,7282.414145540967
"(6, 42, 16)",27.73498,85.314045,59,285.903381853894,64284.856723599005,7155.602484982722
"(6, 43, 16)",27.73509667,85.31675167,60,266.70522581008544,64551.56194940909,7041.133322956052
"(6, 44, 16)",27.73513333,85.31808,60,130.79722188667498,64682.35917129577,6985.942532090328
"(6, 45, 15)",27.7353,85.31969833,59,160.34980757971982,64842.70897887549,6933.74231059705
"(6, 46, 15)",27.73522167,85.31996667,60,27.809060660303857,64870.5180395358,6914.7134566798695
"(6, 47, 14)",27.735235,85.31983333,59,13.206694635680902,64883.724734171476,6921.580980616755
"(6, 48, 14)",27.73522333,85.31984167,60,1.5354559435655388,64885.26019011504,6920.058247272482
"(6, 49, 13)",27.73523333,85.31982833,59,1.7205171436702598,64886.980707258714,6921.6200788038595
"(6, 50, 13)",27.73523833,85.31980167,60,2.682119626153084,64889.662826884865,6923.2309234967015
"(6, 51, 13)",27.73519,85.31957667,60,22.78715099049691,64912.44997787536,6927.738383671743
"(6, 52, 42)",27.734985,85.317635,89,192.45313287852272,65104.90311075388,6990.682879181536
"(6, 53, 42)",27.73499333,85.317495,60,13.809855303256413,65118.71296605714,6997.699186360763
"(6, 54, 41)",27.735045,85.31682167,59,66.51751127699676,65185.23047733413,7032.873281523709
