time,lat,lon,time_taken,distance,total_distance,from_koteshwor
"(7, 36, 1)",27.720995,85.29486,60,1.2370326275943242,67367.39481121406,7136.566869533874
"(7, 37, 30)",27.72092333,85.295105,89,25.398591231993336,67392.79340244606,7113.163311768933
"(7, 38, 30)",27.72092,85.29517333,60,6.736070549181502,67399.52947299524,7107.859045751574
"(7, 39, 29)",27.720875,85.29512667,59,6.792058911566871,67406.32153190681,7108.019634058966
"(7, 40, 29)",27.72084833,85.29508167,60,5.330545649974511,67411.65207755679,7109.403958366052
"(7, 41, 28)",27.72087667,85.29509167,59,3.3014180218218487,67414.95349557861,7110.735703320877
"(7, 42, 28)",27.720855,85.29506833,60,3.3293019825159242,67418.28279756113,7110.880886218285
"(7, 43, 27)",27.72062,85.29500333,59,26.902695252828003,67445.18549281395,7098.555560486654
"(7, 44, 27)",27.721015,85.29545,60,62.14680111662727,67507.33229393058,7094.383046286065
"(7, 45, 26)",27.72102167,85.295475,59,2.5701458290670645,67509.90243975965,7093.029121716509
"(7, 46, 26)",27.721035,85.29544167,60,3.6000434132397983,67513.5024831729,7096.469461603278
"(7, 47, 26)",27.72103667,85.29545333,60,1.1626458311581274,67514.66512900405,7095.732015822009
"(7, 48, 25)",27.7228,85.29654,59,223.35117453947345,67738.01630354353,7148.658682521157
"(7, 49, 25)",27.724605,85.29744333,60,219.52005685424442,67957.53636039777,7224.1812248626
"(7, 50, 24)",27.72524167,85.29926333,59,192.6217459556667,68150.15810635344,7149.245296818787
"(7, 51, 24)",27.72672833,85.30405167,60,499.45604006740854,68649.61414642085,6957.6477731545365
"(7, 52, 24)",27.72794167,85.30521167,60,176.74434909901453,68826.35849551986,6989.78756810697
"(7, 53, 23)",27.73110833,85.30532167,59,352.2829343102817,69178.64142983014,7261.9204988009205
"(7, 54, 23)",27.73477167,85.30552,60,407.81225183427654,69586.45368166441,7580.977758574543
"(7, 55, 22)",27.73523833,85.30765667,59,216.59787642384066,69803.05155808825,7506.268592777633
"(7, 56, 52)",27.73484333,85.31177,90,407.20816850011784,70210.25972658837,7254.317950609353
"(7, 57, 51)",27.73501333,85.31553167,59,370.7048974260607,70580.96462401442,7088.699574588479
"(7, 58, 51)",27.73509833,85.31716333,60,160.86528473532786,70741.82990874974,7022.853300761904
"(7, 59, 50)",27.735165,85.31764667,59,48.14430097283019,70789.97420972257,7008.065257503652
"(8, 0, 50)",27.73517833,85.31816,60,50.54343652286655,70840.51764624544,6986.95267081553
"(8, 1, 49)",27.73518333,85.31965833,59,147.465972156397,70987.98361840183,6923.65586548115
"(8, 2, 49)",27.73514333,85.31954167,60,12.313024603781608,71000.29664300561,6924.506158764673
"(8, 3, 49)",27.73514833,85.31956333,60,2.2030752822166413,71002.49971828783,6924.102417261937
"(8, 4, 48)",27.73516,85.31961333,59,5.089194454558124,71007.58891274239,6923.18589285037
"(8, 5, 48)",27.735135,85.31957667,60,4.554755504540217,71012.14366824692,6922.202575195408
"(8, 6, 47)",27.73512833,85.3196,59,2.412940272832552,71014.55660851975,6920.555190589321
"(8, 7, 47)",27.735125,85.31957167,60,2.812705724761024,71017.36931424451,6921.405456811369
"(8, 8, 46)",27.73511167,85.31954333,59,3.1585911906141155,71020.52790543513,6921.251021530593
"(8, 9, 46)",27.73514,85.31951167,60,4.43087902830936,71024.95878446344,6925.428167920183
"(8, 10, 46)",27.73512333,85.31952,60,2.026828656873533,71026.98561312031,6923.4019023183655
"(8, 11, 45)",27.73513167,85.319545,59,2.6294513938174267,71029.61506451413,6923.193420332555
"(8, 12, 45)",27.735145,85.31951667,60,3.157721673514381,71032.77278618765,6925.721622687625
"(8, 13, 44)",27.73497667,85.31764667,59,184.99404923008368,71217.76683541773,6989.339983078322
"(8, 14, 44)",27.734945,85.317515,60,13.428886724858387,71231.19572214258,6992.01419318448
"(8, 15, 43)",27.73497,85.31747333,59,4.9545055860231155,71236.1502277286,6996.342618879328
"(8, 17, 13)",27.73496667,85.31744,90,3.3011612553318073,71239.45138898394,6997.489832620619
"(8, 18, 12)",27.73499,85.31635,59,107.30884110059704,71346.76023008455,7048.790530966503
"(8, 19, 12)",27.73479333,85.31428,60,204.8993089360393,71551.65953902059,7126.211673516143
"(8, 20, 11)",27.73474333,85.31217167,59,207.57608853653085,71759.23562755712,7224.590952996153
"(8, 21, 11)",27.73475333,85.31047,60,167.48190591265396,71926.71753346978,7312.096322177875
"(8, 22, 11)",27.73517333,85.30779667,60,267.2210487625562,72193.93858223234,7492.671431052392
"(8, 23, 10)",27.73518167,85.30606167,59,170.76039603283064,72364.69897826517,7588.298998897529
"(8, 24, 10)",27.73511333,85.305925,60,15.449114621906885,72380.14809288707,7589.612078896796
"(8, 25, 9)",27.73386333,85.305475,59,145.87925998019278,72526.02735286727,7500.826886749133
"(8, 25, 39)",27.73285667,85.30546333,30,111.94137749060376,72637.96873035787,7410.399754188708
