time,lat,lon,time_taken,distance,total_distance,from_koteshwor
"(8, 35, 22)",27.73351167,85.30527833,60,6.560745901393311,91080.75913511326,7480.181998643587
"(8, 36, 21)",27.73383333,85.30536833,59,36.84748929901408,91117.60662441228,7504.1741730920585
"(8, 37, 21)",27.73535333,85.305965,60,178.92749487180097,91296.53411928407,7609.430316326308
"(8, 38, 20)",27.73518167,85.30807833,59,208.86677942756663,91505.40089871164,7478.303720831759
"(8, 39, 20)",27.73481833,85.31033667,60,225.90721023567937,91731.30810894731,7325.142214351721
"(8, 40, 20)",27.73486667,85.31179833,60,143.95671273093004,91875.26482167824,7255.121918457792
"(8, 41, 19)",27.73485333,85.31179333,59,1.5628371630602147,91876.8276588413,7254.098791366632
"(8, 42, 19)",27.73484667,85.31178333,60,1.2316950109674085,91878.05935385227,7253.965828131029
"(8, 43, 18)",27.734745,85.31082,59,95.4824474232218,91973.54180127548,7293.274578303562
"(8, 44, 18)",27.73492,85.309305,60,150.3704506702696,92123.91225194575,7388.6058663997455
"(8, 45, 47)",27.73521,85.30608,89,319.0371344008024,92442.94938634655,7589.886470971388
"(8, 46, 47)",27.73514833,85.30593333,60,15.981194317342657,92458.93058066389,7592.360748062751
"(8, 47, 46)",27.73499833,85.30579833,59,21.32444719057386,92480.25502785447,7586.123902117412
"(8, 48, 46)",27.73492,85.30572833,60,11.105219458229973,92491.3602473127,7582.861046303876
"(8, 49, 45)",27.73480667,85.30563,59,15.888980461957907,92507.24922777465,7578.0013171437195
"(8, 50, 45)",27.73471333,85.30559,60,11.100479455161949,92518.3497072298,7571.7189532190905
"(8, 51, 45)",27.733785,85.30542667,60,104.46974309557257,92622.81945032538,7496.468817172981
"(8, 52, 44)",27.729725,85.30535333,59,451.5091057723857,93074.32855609777,7137.401774620008
"(8, 53, 44)",27.72667333,85.30413333,60,359.9501190570621,93434.27867515483,6947.7968453552885
"(8, 54, 43)",27.725735,85.30161333,59,269.0891773620554,93703.36785251688,7031.918246908139
"(8, 55, 43)",27.72477833,85.29768333,60,401.1842462937757,94104.55209881066,7221.082715983296
"(8, 56, 42)",27.72455333,85.29709667,59,62.93135395468313,94167.48345276534,7244.381172648588
"(8, 57, 42)",27.72334667,85.29465167,60,275.5363483496896,94443.01980111504,7326.243510715118
"(8, 58, 42)",27.72211333,85.2921,60,286.1650991678767,94729.18490028291,7423.510277346741
"(8, 59, 41)",27.72036667,85.28851333,59,402.9404634889495,95132.12536377186,7575.537224824271
"(9, 0, 41)",27.719595,85.28694333,60,176.7634200398659,95308.88878381172,7647.352228552456
"(9, 1, 40)",27.718535,85.28473333,59,247.41845111968985,95556.30723493142,7755.811787384816
"(9, 2, 40)",27.716345,85.28366333,60,265.31876656537224,95821.62600149678,7708.050193420889
"(9, 3, 40)",27.71573333,85.283615,60,68.18078364049666,95889.80678513728,7675.4466734339585
"(9, 4, 39)",27.71295,85.28323167,59,311.7840423066003,96201.59082744387,7546.999612055155
"(9, 6, 8)",27.70830167,85.28269833,89,519.5304495313821,96721.12127697525,7347.576449860262
"(9, 7, 8)",27.70721333,85.28258833,60,121.501412697328,96842.62268967257,7304.11759275146
"(9, 8, 8)",27.70468167,85.28225833,60,283.3761231711649,97125.99881284374,7216.628142908129
"(9, 9, 7)",27.70333833,85.282125,59,149.94820453921614,97275.94701738296,7170.515223031329
"(9, 10, 7)",27.69959667,85.281635,60,418.8409596507348,97694.7879770337,7068.336153169361
"(9, 11, 6)",27.69869333,85.28154833,59,100.80860084712499,97795.59657788083,7044.220482340362
"(9, 12, 6)",27.69451833,85.28167,60,464.39334170695827,98259.9899195878,6900.942061549229
"(9, 13, 5)",27.69080167,85.28313833,59,437.8302029043841,98697.82012249218,6666.3370186354
"(9, 14, 5)",27.689075,85.28462333,60,241.33224218467043,98939.15236467685,6486.599168158212
"(9, 15, 5)",27.68878333,85.28513333,60,59.77808964522025,98998.93045432206,6431.498679019772
"(9, 16, 4)",27.68840833,85.287145,59,202.41373146093096,99201.34418578299,6229.206024402657
"(9, 17, 4)",27.686655,85.29200667,60,516.871617865644,99718.21580364864,5725.224243961966
"(9, 18, 3)",27.68513667,85.296455,59,469.4124935059539,100187.62829715459,5267.539625089307
"(9, 19, 3)",27.68508833,85.29681,60,35.36583599091159,100222.9941331455,5232.179781848506
"(9, 20, 2)",27.68495,85.297885,59,106.96140334127055,100329.95553648677,5125.2240503221265
"(9, 21, 2)",27.684945,85.29790167,60,1.7330123324773004,100331.68854881925,5123.523120255496
"(9, 22, 2)",27.68492,85.29831333,60,40.62925951335327,100372.3178083326,5082.981325668136
