time,lat,lon,time_taken,distance,total_distance,from_koteshwor
"(1, 43, 14)",27.69102833,85.35277833,52,518.535025717899,11655.743601283548,1399.6788851718477
"(1, 44, 13)",27.68751333,85.350735,59,439.59135070786107,12095.334951991408,978.3276862853475
"(1, 45, 43)",27.6825,85.349445,90,571.7448118339261,12667.079763825333,412.8824994495454
"(1, 46, 42)",27.67957,85.34962333,59,326.2740083582841,12993.353772183618,88.41815486049731
"(1, 47, 12)",27.67897,85.34962667,30,66.7177666334753,13060.071538817094,25.69651627078558
"(1, 48, 41)",27.67784667,85.34826333,89,183.37115913489373,13243.442697951987,158.08072473377123
"(1, 49, 41)",27.67695833,85.34687167,60,168.928911472324,13412.37160942431,326.6167614074044
"(1, 50, 40)",27.67389667,85.34287,59,520.751361850314,13933.122971274624,847.2032680467534
"(1, 51, 40)",27.67348333,85.34244833,60,61.940947162491454,13995.063918437116,908.5861252652338
"(1, 52, 40)",27.67348,85.34243333,60,1.522830709824615,13996.58674914694,909.9503930197654
"(1, 53, 39)",27.67217,85.341115,59,195.12190333744846,14191.708652484389,1103.561543194334
"(1, 54, 39)",27.671065,85.33989,60,172.19098753405376,14363.899640018442,1275.4404296001424
"(1, 55, 38)",27.66942833,85.33689833,59,346.29113538340107,14710.190775401843,1617.065455823998
"(1, 56, 38)",27.66702667,85.33264667,60,496.61789108470305,15206.808666486546,2110.4050566778055
"(1, 57, 37)",27.66631333,85.33204833,59,98.81205481333309,15305.62072129988,2205.956225457142
"(1, 58, 37)",27.66357,85.32984,60,374.63422734381936,15680.254948643698,2568.841341235629
"(1, 59, 37)",27.66071333,85.32748167,60,393.503454547888,16073.758403191587,2954.087123384091
"(2, 1, 6)",27.65879,85.32503667,89,322.06162342610054,16395.820026617686,3276.0780754527877
"(2, 2, 6)",27.65877667,85.32503,60,1.6212779023798733,16397.441304520067,3277.566662822112
"(2, 3, 5)",27.65836667,85.32437,59,79.39625314962258,16476.83755766969,3356.260793059405
"(2, 4, 5)",27.65779667,85.32270833,60,175.50088152140538,16652.338439191095,3520.2346021653498
"(2, 5, 4)",27.65839,85.32172667,59,117.04826402665826,16769.386703217755,3550.6692014203095
"(2, 6, 4)",27.661485,85.31797667,60,504.81781724256973,17274.204520460324,3649.450994689665
"(2, 7, 3)",27.66309333,85.31595667,59,267.5075823405574,17541.71210280088,3733.036214330817
"(2, 8, 3)",27.66563833,85.31154667,60,518.3731439339074,18060.085246734787,4010.3106822487225
"(2, 9, 3)",27.66675,85.30795333,60,374.8464967939372,18434.931743528723,4301.6615756929095
"(2, 10, 2)",27.66691667,85.30777833,59,25.307799885677557,18460.239543414402,4312.331228044613
"(2, 11, 2)",27.66882167,85.30631833,60,256.01449111942406,18716.254034533828,4391.211529135281
"(2, 12, 1)",27.673215,85.30288333,59,594.2006570134993,19310.454691547326,4628.924517456272
"(2, 13, 1)",27.67679333,85.30207667,60,405.74383356108655,19716.19852510841,4671.893248972243
"(2, 14, 0)",27.68168833,85.30226667,59,544.6206201885076,20260.81914529692,4659.001248103992
"(2, 15, 0)",27.68439333,85.30064667,60,340.4633378204707,20601.28248311739,4847.530766818462
"(2, 16, 29)",27.68479833,85.29694333,89,367.420313377712,20968.7027964951,5214.945196225282
"(2, 17, 29)",27.68480167,85.29694,60,0.4954211595170135,20969.19821765462,5215.317924693242
"(2, 18, 29)",27.68480167,85.29677667,60,16.082286266811614,20985.28050392143,5231.268268257056
"(2, 19, 28)",27.684795,85.29669667,59,7.9120377527168815,20993.192541674147,5238.9866650975355
"(2, 20, 28)",27.68499167,85.29537667,60,131.8005919941967,21124.993133668344,5370.689263338789
"(2, 21, 27)",27.68643167,85.29201667,59,367.55064468347376,21492.543778351817,5720.5140174806
"(2, 22, 27)",27.68832833,85.28677667,60,557.3840192605479,22049.927797612367,6263.4274952515925
"(2, 23, 26)",27.689575,85.28390167,59,315.19598197476813,22365.123779587135,6566.470423306158
"(2, 24, 26)",27.69445167,85.28164333,60,586.0782276371376,22951.202007224274,6901.609873301227
"(2, 25, 26)",27.69713167,85.28141833,60,298.82463236288413,23250.02663958716,7003.888889302827
"(2, 26, 25)",27.69728833,85.28142,59,17.42057312466717,23267.447212711824,7008.820335653949
"(2, 27, 25)",27.699025,85.28145,60,193.1314794074396,23460.578692119263,7065.063222653713
"(2, 28, 24)",27.69936333,85.28154333,59,38.7264381217579,23499.30513024102,7068.430933225257
"(2, 29, 24)",27.703405,85.28200833,60,451.7388234576378,23951.04395369866,7183.958355783233
"(2, 30, 24)",27.70557833,85.28230333,60,243.40207443910202,24194.44602813776,7252.920365257156
"(2, 31, 23)",27.70786833,85.28254167,59,255.71511432368422,24450.161142461446,7340.03609113728
"(2, 32, 23)",27.70789,85.28258167,60,4.616508530107637,24454.777650991553,7337.562602982316
"(2, 33, 52)",27.71336,85.28322333,89,611.5073916287282,25066.285042620282,7570.746483653561
"(2, 34, 52)",27.71587167,85.28352167,60,280.8248035068438,25347.109846127125,7691.442622854373
"(2, 35, 51)",27.71664667,85.283595,59,86.47785491801571,25433.58770104514,7731.910424505161
"(2, 36, 51)",27.717595,85.28376333,60,106.74337874523225,25540.331079790372,7776.011530343882
"(2, 37, 50)",27.719575,85.286715,59,364.54098929942734,25904.8720690898,7664.142619074941
"(2, 38, 50)",27.71998333,85.28757667,60,96.20545598718628,26001.077525076988,7623.112261260897
"(2, 39, 49)",27.72083333,85.28931,59,195.04679086822165,26196.12431594521,7545.589396801543
"(2, 40, 49)",27.72221833,85.29221167,60,324.4910830356023,26520.61539898081,7422.738252520933
"(2, 41, 49)",27.72267667,85.29314333,60,104.91476656976262,26625.530165550575,7386.888525708371
"(2, 42, 48)",27.723575,85.29497,59,205.68411422205577,26831.21427977263,7320.433750681823
"(2, 43, 48)",27.72483,85.29764333,60,297.8486103651718,27129.0628901378,7227.931171590347
"(2, 44, 47)",27.72513333,85.29891833,59,129.95012286309694,27259.0130130009,7164.099663114624
"(2, 45, 47)",27.72596833,85.30244833,60,359.6433394101642,27618.656352411064,6996.540350884682
"(2, 46, 46)",27.727395,85.30486667,59,286.05008108353286,27904.706433494597,6963.730558488552
"(2, 47, 46)",27.73183667,85.30537333,60,496.4023401511242,28401.108773645723,7323.939908898335
"(2, 48, 46)",27.73537833,85.305915,60,397.4067091171173,28798.51548276284,7614.498516849591
"(2, 49, 45)",27.73547833,85.30626667,59,36.35343731589823,28834.868920078738,7604.272981522465
"(2, 50, 45)",27.73543833,85.30650167,60,23.552319506459902,28858.421239585197,7587.666024303064
"(2, 52, 14)",27.73509,85.30893333,89,242.43665608001328,29100.85789566521,7424.181798835966
"(2, 53, 14)",27.73497833,85.30938333,60,45.9965987396858,29146.854494404895,7389.964839949565
"(2, 54, 13)",27.73488,85.31245333,59,302.3463987366581,29449.200893141555,7223.655530493879
"(2, 55, 13)",27.73503667,85.31559,60,309.20134725646716,29758.402240398023,7088.284921071116
"(2, 56, 12)",27.73518167,85.31841167,59,278.17525031529595,30036.57749071332,6976.392966204854
"(2, 57, 12)",27.73523333,85.319195,60,77.30865445109822,30113.88614516442,6948.133071375186
"(2, 58, 12)",27.73599167,85.32162667,60,253.74375107150615,30367.629896235925,6926.22701962098
"(2, 59, 11)",27.73722833,85.323675,59,244.02629439991298,30611.656190635837,6976.829753556111
"(3, 0, 11)",27.73852833,85.32583667,60,257.20854194143635,30868.864732577273,7038.489493349128
"(3, 1, 10)",27.73877167,85.32617,59,42.524365293074766,30911.389097870346,7053.293733928566
"(3, 2, 10)",27.73877667,85.32619167,60,2.2039589155196837,30913.593056785867,7053.12615899635
"(3, 3, 9)",27.73885667,85.326375,59,20.116380938028545,30933.709437723894,7055.704087336525
"(3, 4, 9)",27.74172667,85.33114167,60,567.3703279755082,31501.079765699404,7227.354734885879
"(3, 5, 9)",27.742125,85.33294167,60,182.59754741940188,31683.677313118806,7228.322221948173
"(3, 6, 8)",27.74212,85.333005,59,6.257260176086828,31689.934573294893,7226.379854018766
"(3, 7, 8)",27.74211,85.33302,60,1.8481326647893725,31691.782705959682,7224.965192071055
"(3, 8, 7)",27.74156,85.33421833,59,132.8462605874104,31824.628966547094,7139.646191112558
"(3, 9, 37)",27.741515,85.33432,90,11.187150974806082,31835.8161175219,7132.655311352474
"(3, 10, 36)",27.741455,85.33442167,59,12.026064790524888,31847.842182312423,7124.043678187754
"(3, 11, 36)",27.741455,85.33443167,60,0.984138558524782,31848.826320870947,7123.83907526749
"(3, 12, 35)",27.74104667,85.33513333,59,82.64313280615976,31931.469453677106,7065.313796513535
"(3, 13, 35)",27.74076833,85.33567833,60,61.924983137364336,31993.39443681447,7024.425678828235
"(3, 14, 35)",27.74077167,85.33569,60,1.207052811480488,31994.60148962595,7024.568163523628
"(3, 15, 34)",27.74077333,85.33568833,59,0.2471492116323639,31994.848638837582,7024.7810147224955
"(3, 16, 34)",27.74070833,85.335785,60,11.947814522736326,32006.79645336032,7015.856366284521
"(3, 17, 33)",27.74032833,85.336615,59,91.96583915125277,32098.762292511572,6959.075457301237
"(3, 18, 33)",27.740335,85.33663833,60,2.4128359995034323,32101.175128511077,6959.387614449853
"(3, 19, 32)",27.74033667,85.33664333,59,0.5259467457485051,32101.701075256824,6959.480921479403
"(3, 20, 32)",27.74032667,85.33665667,60,1.720470219485771,32103.42154547631,6958.149298619963
