time,lat,lon,time_taken,distance,total_distance,from_koteshwor
"(13, 50, 5)",27.724895,85.34480833,59,341.5278797120433,149448.75603558,5147.462936587696
"(13, 51, 5)",27.72786667,85.34569667,60,341.80737613957933,149790.5634117196,5470.0313618808295
"(13, 52, 5)",27.73129333,85.34457833,60,396.60762736699644,150187.1710390866,5858.253433416717
"(13, 53, 4)",27.73282333,85.34362,59,194.52527906590566,150381.6963181525,6036.088287110275
"(13, 54, 4)",27.735965,85.341635,60,400.2549570512656,150781.95127520378,6404.49826668015
"(13, 55, 3)",27.73904833,85.33892167,59,434.57607888123806,151216.52735408503,6780.708929242645
"(13, 56, 3)",27.73959833,85.33779,60,127.06067018434211,151343.58802426938,6858.940965553289
"(13, 57, 2)",27.74007,85.33688167,59,103.64330148363129,151447.231325753,6926.087266619504
"(13, 58, 2)",27.74139667,85.33441167,60,284.3441539760994,151731.5754797291,7117.904532023969
"(13, 59, 2)",27.74208,85.33215667,60,234.56994856513225,151966.14542829423,7241.242321323743
"(14, 0, 1)",27.73933333,85.32724,59,572.1981193501877,152538.3435476444,7079.116643670614
"(14, 1, 30)",27.73593833,85.32169333,89,663.7058237586359,153202.04937140306,6918.184478650063
"(14, 2, 30)",27.73502,85.317585,60,417.0336170506151,153619.08298845368,6996.368562580606
"(14, 3, 30)",27.73488333,85.31430833,60,322.84685137271634,153941.9298398264,7133.604654622036
"(14, 4, 29)",27.73479333,85.31100167,59,325.59475645148456,154267.5245962779,7288.551637740904
"(14, 5, 29)",27.734975,85.309135,60,184.8245314216285,154452.3491276995,7402.735313925197
"(14, 6, 28)",27.73506667,85.30581833,59,326.58467158444364,154778.93379928396,7591.270775303085
"(14, 7, 28)",27.73294,85.30543667,60,239.43971962162342,155018.37351890557,7419.45149193097
"(14, 8, 27)",27.72969,85.30538,59,361.4265519212644,155379.80007082684,7132.716150541467
"(14, 9, 27)",27.72969333,85.30539167,60,1.206822280835989,155381.00689310767,7132.310935071114
"(14, 10, 27)",27.72969333,85.30537667,60,1.476367183802695,155382.48326029148,7133.209431510647
"(14, 11, 26)",27.72968333,85.30539333,59,1.9812161526014564,155384.4644764441,7131.3291591901725
"(14, 12, 26)",27.72969,85.30537,60,2.4130494429788247,155386.87752588707,7133.315251325202
"(14, 13, 25)",27.729545,85.30541667,59,16.764833840054596,155403.64235972712,7117.729938380939
"(14, 14, 25)",27.72952833,85.30542,60,1.882372879163092,155405.52473260628,7116.060615720653
"(14, 15, 25)",27.72953833,85.30543167,60,1.5986708246676373,155407.12340343095,7116.242212988355
"(14, 16, 24)",27.729535,85.305435,59,0.49449903074091367,155407.61790246167,7115.7489017433245
"(14, 17, 24)",27.72955333,85.305435,60,2.0382030057478024,155409.6561054674,7117.365123567363
"(14, 18, 53)",27.72954667,85.30542833,89,0.9896506412888902,155410.6457561087,7117.177848958197
"(14, 19, 53)",27.729555,85.30545,60,2.3253049437164193,155412.9710610524,7116.61309640748
"(14, 20, 52)",27.729505,85.30545167,59,5.562175517769644,155418.53323657016,7112.104145444762
"(14, 21, 52)",27.72942167,85.305645,60,21.164548492299378,155439.69778506245,7093.167706418365
"(14, 22, 51)",27.72939167,85.30559833,59,5.676967687120606,155445.37475274957,7093.316950468186
"(14, 23, 51)",27.72937167,85.305735,60,13.634305271670248,155459.00905802124,7083.367091600556
"(14, 24, 50)",27.72937,85.30574833,59,1.3250783237672608,155460.33413634502,7082.422080058475
"(14, 25, 50)",27.72937833,85.30582167,60,7.277656906832457,155467.61179325185,7078.772638271339
"(14, 26, 50)",27.72939833,85.30579833,60,3.1973438440524693,155470.8091370959,7081.93449610671
"(14, 27, 49)",27.72944333,85.30577833,59,5.377053264725361,155476.18619036063,7087.105670275401
"(14, 28, 49)",27.72934333,85.30574667,60,11.547872886104814,155487.73406324672,7080.166838241333
"(14, 29, 48)",27.72932833,85.30570333,59,4.580221643519562,155492.31428489025,7081.437905355565
"(14, 30, 48)",27.72929167,85.30561,60,10.049849671607046,155502.36413456185,7083.800195017764
"(14, 31, 47)",27.72932167,85.30562667,59,3.7175145552565225,155506.0816491171,7085.444917416223
"(14, 32, 47)",27.72930167,85.305595,60,3.8291154824177913,155509.91076459954,7085.581694227752
"(14, 33, 47)",27.729285,85.305585,60,2.098725779222856,155512.00949037875,7084.712829431283
"(14, 34, 46)",27.72932167,85.30562,59,5.337909305073146,155517.34739968381,7085.84492484721
"(14, 35, 46)",27.729335,85.30561667,60,1.518032948382028,155518.86543263218,7087.219941793526
"(14, 36, 45)",27.72892667,85.305355,59,52.20016026169661,155571.0655928939,7067.071165216784
"(14, 37, 45)",27.7268,85.30426333,60,259.74149005627055,155830.80708295017,6950.394095428396
"(14, 38, 15)",27.72645333,85.30377667,30,61.48505503945142,155892.29213798963,6951.737876721847
"(14, 40, 14)",27.72572667,85.30164667,119,224.68279332173591,156116.97493131136,7029.031912194151
"(14, 41, 13)",27.725215,85.29951333,59,217.5524731346848,156334.52740444604,7130.104821725492
"(14, 42, 13)",27.724495,85.29742667,60,220.43978871833173,156554.96719316437,7216.726562324714
"(14, 43, 12)",27.72253667,85.29636,59,241.74621875359642,156796.71341191797,7141.612870960641
"(14, 44, 12)",27.72050167,85.29516667,60,254.95224167723174,157051.6656535952,7077.78839076647
"(14, 45, 12)",27.72061833,85.29485833,60,33.00667508270243,157084.6723286779,7109.223591612111
"(14, 46, 11)",27.72070333,85.29501167,59,17.808726176750465,157102.48105485464,7104.009638681644
"(14, 47, 11)",27.72091167,85.29515833,60,27.29617394226678,157129.7772287969,7108.3594539951555
"(14, 48, 10)",27.72092,85.29515833,59,0.9262537389492673,157130.70348253587,7108.969690271081
"(14, 49, 10)",27.72092833,85.29509,60,6.789365490275662,157137.49284802616,7114.640601248415
"(14, 50, 9)",27.72095833,85.29510167,59,3.5280881084689724,157141.02093613462,7115.973354405085
"(14, 51, 9)",27.72098167,85.295065,60,4.4456858509806,157145.4666219856,7120.398642054011
"(14, 52, 9)",27.72103167,85.294935,60,13.951830030300822,157159.4184520159,7133.689688434049
"(14, 53, 8)",27.72109333,85.29485667,59,10.31773936404034,157169.73619137995,7144.007075892462
"(14, 54, 8)",27.72108,85.29484667,60,1.779295289230499,157171.51548666917,7143.772442108559
"(14, 55, 7)",27.72111,85.29485833,59,3.5277672272606213,157175.04325389644,7145.104520074103
"(14, 56, 7)",27.72109667,85.29486667,60,1.6943785104116487,157176.73763240685,7143.510697509916
"(14, 57, 6)",27.72109167,85.29485833,59,0.9914764224113629,157177.72910882925,7143.76256519846
"(14, 58, 36)",27.721085,85.29486,90,0.7596683629795442,157178.48877719222,7143.150586470548
"(14, 59, 35)",27.72106333,85.29485,59,2.6028896513397575,157181.09166684357,7142.305818616078
"(15, 0, 35)",27.72108,85.2949,60,5.259104593296386,157186.35077143688,7139.82102331769
"(15, 1, 34)",27.72109,85.29488667,59,1.7198960990479142,157188.0706675359,7141.5407044949925
"(15, 2, 34)",27.72107333,85.294875,60,2.1806941084248996,157190.25136164433,7141.184915481116
"(15, 3, 34)",27.72109333,85.294895,60,2.9700653249397533,157193.22142696928,7141.167507823198
"(15, 4, 33)",27.72107167,85.29487833,59,2.914314020533748,157196.13574098982,7140.816663871917
"(15, 5, 33)",27.721085,85.29490333,60,2.872728535354157,157199.00846952517,7139.940482106983
"(15, 6, 32)",27.72108833,85.29489833,59,0.615897159607795,157199.6243666848,7140.5546979482615
"(15, 7, 32)",27.72109,85.29493,60,3.1228751734961926,157202.74724185828,7138.331445442637
"(15, 8, 31)",27.72110167,85.29494833,59,2.222441660715824,157204.96968351898,7137.829269524712
"(15, 9, 31)",27.72111833,85.29492,60,3.3478336978716663,157208.31751721684,7141.1474863564135
"(15, 10, 1)",27.72113333,85.29490167,30,2.457098546806501,157210.77461576366,7143.603709767616
