time,lat,lon,time_taken,distance,total_distance,from_koteshwor
"(9, 2, 54)",27.72086167,85.29509833,61,5096.864504797729,105415.91755442682,7109.144589877123
"(9, 3, 54)",27.72090333,85.29490833,60,19.267325490061,105435.18487991688,7126.282041151293
"(9, 4, 53)",27.72097833,85.29490833,59,8.339619498618752,105443.5244994155,7131.763913739042
"(9, 5, 53)",27.72100333,85.294885,60,3.6057272572750447,105447.13022667277,7135.322081870389
"(9, 6, 52)",27.72099833,85.29483833,59,4.627358157747291,105451.75758483051,7138.417589832755
"(9, 7, 52)",27.72097,85.29486,60,3.8043753020694004,105455.56196013259,7134.73947225286
"(9, 8, 51)",27.721,85.29492,59,6.782920730434718,105462.34488086302,7132.483736981003
"(9, 9, 51)",27.72099167,85.29491167,60,1.2370326441925477,105463.58191350721,7132.491910817597
"(9, 10, 51)",27.72103667,85.29489667,60,5.217062235486849,105468.7989757427,7136.896024008703
"(9, 11, 50)",27.72098333,85.29488333,59,6.074750079623881,105474.87372582233,7133.983419320202
"(9, 12, 50)",27.72104333,85.294925,60,7.8316828801745855,105482.7054087025,7135.284164730754
"(9, 14, 19)",27.720955,85.29492333,89,9.823223352396752,105492.5286320549,7128.945635006254
"(9, 15, 19)",27.72092667,85.2949,60,3.8983379031580303,105496.42696995806,7128.605427383765
"(9, 16, 18)",27.72103167,85.294965,59,13.313611559259293,105509.74058151733,7131.46712810241
"(9, 16, 48)",27.72103833,85.294945,30,2.1033290888528184,105511.84391060619,7133.436369066135
