time,lat,lon,time_taken,distance,total_distance,from_koteshwor
"(1, 25, 54)",27.72100333,85.29490333,59,7027.96697934237,7027.96697934237,7133.96309964339
"(1, 26, 54)",27.72101333,85.29490667,60,1.1595330557586012,7029.126512398128,7134.4470620072625
"(1, 28, 23)",27.72094167,85.29484167,89,10.219020595072038,7039.3455329932,7134.029717807834
"(1, 29, 23)",27.72101167,85.294935,60,12.04078159518281,7051.386314588383,7132.225859211079
"(1, 30, 22)",27.720915,85.29487167,59,12.425975814723737,7063.812290403107,7129.855174714695
"(1, 31, 22)",27.720895,85.29482167,60,5.400747622109934,7069.2130380252165,7132.107110511184
"(1, 32, 21)",27.72094833,85.294925,59,11.773480565010766,7080.986518590227,7128.334112549153
"(1, 33, 21)",27.72100833,85.294895,60,7.2959959229850515,7088.282514513212,7134.946386840988
"(1, 34, 20)",27.72104333,85.29503,59,13.846545539229956,7102.129060052442,7127.507839188404
"(1, 35, 19)",27.72099833,85.29508833,59,7.6159834129110555,7109.745043465353,7119.891884288358
"(1, 36, 19)",27.72098667,85.29512167,60,3.5285656764827515,7113.273609141836,7116.56934742183
"(1, 37, 18)",27.72061,85.29503833,59,42.67958904825148,7155.953198190087,7095.224359950169
"(1, 38, 18)",27.72104833,85.29553,60,68.68621658496555,7224.6394147750525,7090.935822502053
"(1, 39, 17)",27.72105,85.295585,59,5.416959392380462,7230.056374167433,7087.00481707463
"(1, 40, 17)",27.72108333,85.29554667,60,5.288687705106664,7235.34506187254,7092.286436403962
"(1, 41, 17)",27.721005,85.29559667,60,10.004230207690613,7245.349292080231,7082.8282291131
"(1, 42, 16)",27.72097,85.29556667,59,4.8853162350996024,7250.234608315331,7082.462700036292
"(1, 43, 16)",27.72099667,85.29556,60,3.03737507466903,7253.27198339,7084.918481602726
"(1, 44, 15)",27.72095833,85.29556667,59,4.313471798570375,7257.58545518857,7081.603580415768
"(1, 44, 45)",27.72097667,85.29559,30,3.071218321303965,7260.656673509874,7081.233120303588
"(1, 46, 44)",27.72460833,85.29747,119,444.20237161903975,7704.859045128914,7222.581090163333
"(1, 47, 44)",27.725235,85.29934833,60,197.57761418646027,7902.436659315374,7142.92638309486
"(1, 48, 43)",27.72673833,85.3041,59,496.67234498241856,8399.109004297792,6955.443358931791
"(1, 49, 43)",27.730175,85.30534,60,401.1568712146631,8800.265875512456,7177.963718466335
"(1, 50, 42)",27.73399,85.30543833,59,424.3190258825776,9224.584901395034,7514.411644711393
"(1, 51, 42)",27.73542333,85.30651667,60,191.48181746502144,9416.066718860055,7585.458292308362
"(1, 52, 42)",27.73509167,85.308565,60,204.9409857190359,9621.007704579091,7443.890081257045
"(1, 53, 41)",27.73488167,85.31262667,59,400.42976772370395,10021.437472302796,7215.223189276328
"(1, 54, 41)",27.73509167,85.31647167,60,379.14350008387646,10400.580972386673,7053.290836554527
"(1, 55, 40)",27.73527333,85.319305,59,279.585636847666,10680.166609234338,6947.515852293461
"(1, 56, 40)",27.73508667,85.31823833,60,107.01326738884416,10787.179876623182,6974.405203828551
"(1, 57, 39)",27.73499,85.31765,59,58.89252984844744,10846.07240647163,6990.518050056397
"(1, 58, 39)",27.73501667,85.31751833,60,13.293915824498347,10859.36632229613,6998.984657042698
"(1, 59, 39)",27.734995,85.317485,60,4.070220528006327,10863.436542824136,6998.307872089141
"(2, 0, 38)",27.73497,85.31577,59,168.812679292763,11032.2492221169,7073.416910673895
"(2, 2, 8)",27.734885,85.31322833,90,250.32902399587024,11282.57824611277,7185.954314270795
"(2, 3, 7)",27.73482333,85.30994,59,323.70948154830535,11606.287727661074,7346.225027016523
"(2, 4, 7)",27.73490333,85.30934,60,59.71814487279607,11666.00587253387,7385.196584855011
"(2, 5, 6)",27.73521,85.306105,59,320.2084212778303,11986.2142938117,7588.501724756201
"(2, 6, 6)",27.73504,85.30586333,60,30.38186315480937,12016.596156966509,7586.318984618992
"(2, 7, 5)",27.73496833,85.30581833,59,9.117314024652721,12025.71347099116,7582.259977791792
"(2, 8, 5)",27.73494333,85.30578,60,4.686033361772459,12030.399504352934,7582.109814713432
"(2, 9, 5)",27.734375,85.30548833,60,69.40968079320399,12099.809185146138,7546.592895276411
"(2, 10, 4)",27.73201333,85.30543333,59,262.6615081768887,12362.470693323026,7336.276672331244
"(2, 11, 4)",27.72812833,85.30534667,60,432.07648617652876,12794.547179499556,6997.77001590314
"(2, 12, 3)",27.72662,85.30405667,59,210.35920530237615,13004.906384801932,6948.107512471783
"(2, 13, 3)",27.72664833,85.304095,60,4.914961499153291,13009.821346301085,6948.092308848985
"(2, 14, 2)",27.72538667,85.30013667,59,414.0978876174777,13423.919233918563,7101.829172489206
"(2, 15, 2)",27.7246,85.297255,60,296.82113814456903,13720.740372063132,7236.946876675585
"(2, 16, 2)",27.72331833,85.294615,60,296.3694253643596,14017.10979742749,7326.773653051185
"(2, 17, 31)",27.72159833,85.291045,89,400.074535195435,14417.184332622926,7466.203618772335
"(2, 18, 31)",27.720295,85.28832167,60,304.73118968890697,14721.915522311834,7585.643394300305
"(2, 19, 30)",27.71961,85.286985,59,152.0297565295621,14873.945278841396,7645.040261634617
"(2, 20, 30)",27.71850833,85.284655,60,260.01604908370314,15133.961327925099,7760.462507830122
"(2, 21, 29)",27.715855,85.28363,59,311.8122378658046,15445.773565790903,7681.447282137954
"(2, 22, 29)",27.71488167,85.2835,60,108.98327228480969,15554.756838075713,7634.829044450386
"(2, 23, 28)",27.71299833,85.28324167,59,210.95616916797331,15765.713007243687,7548.854394210058
"(2, 24, 28)",27.70818667,85.282675,60,537.9324174901162,16303.645424733802,7343.933601720313
"(2, 25, 28)",27.70732333,85.28260167,60,96.27006889893343,16399.915493632736,7308.232917826338
"(2, 26, 27)",27.70477167,85.282255,59,285.77680485681634,16685.692298489554,7220.924862238917
